"pmw1","pmw2","pmw3","pmw4","pmw5","pmw6","pmw7","pmw8","pmw9","pmw10","pmw11","pmw12","pmw13","pmw14","pmw15","pmw16","pmw17","pmw18","pmw19","pmw20","pmw21","pmw22","pmw23","pmw24","pmw25","pmw26","pmw27","pmw28","pmw29","pmw30","pmw31","pmw32","pmw33","pmw34","pmw35","pmw36","pmw37"
17.15314977,9.137739299,12.60543021,12.87809037,9.192328967,14.97328493,17.16460995,8.474484338,8.841050333,13.50375497,7.246809504,9.368356029,11.16888512,10.65391809,6.890252992,7.428556185,6.664123851,6.800302171,9.474500714,7.813634013,20.91300797,7.016750414,9.232566724,20.70139665,12.32007822,24.50287753,18.9113694,16.6993742,16.57062297,17.90574093,11.24940799,9.722310371,9.473438675,5.974412569,6.93904154,9.689391963,9.832683293
11.61036102,9.729798047,9.210927816,7.110048151,9.116907006,4.873313776,10.43071607,15.67178847,15.79886704,9.262826237,17.75170086,12.07995386,13.27687891,18.12813313,15.65525292,16.22500827,17.28213446,16.09313192,11.12164471,9.483940181,9.675732097,16.7615405,9.95141992,6.153439402,11.84390438,4.773787156,5.835496534,4.967004141,11.61719403,11.84957313,9.562963615,10.90963141,14.2956068,10.3141005,14.04395862,16.24385843,16.26149788
11.63839933,8.792965726,8.112155215,10.99417673,8.440874031,13.12518016,17.33660324,10.60832065,10.90219009,8.633834191,15.53693063,15.02255568,16.68126083,12.9376901,10.59994445,10.29164032,18.4325367,16.87471055,9.328694264,8.815411196,10.31751009,12.51771015,11.3663551,11.83807732,8.897843696,8.510044822,7.419648786,11.59906582,9.584308405,9.178284702,7.425145849,8.684537542,5.413594404,9.473589884,15.13733307,16.81266402,8.792535873
8.429964238,12.73073121,13.87313822,15.98255228,11.11550577,10.68264147,11.04369669,11.87622897,18.63769145,11.12830028,8.199260278,10.54645984,10.31307699,11.19636113,11.16069845,8.911516249,6.68697271,8.211358939,7.546179048,10.37904111,9.012151023,6.188274008,7.924389701,6.950504157,6.67944579,11.36143271,17.47289391,7.772996535,17.16966206,11.24086775,10.75543645,15.24057389,15.91254646,15.28417738,15.0173797,19.60216904,11.19731942
11.07405773,11.52076706,10.83509536,9.983334809,16.92519164,15.29156104,9.549824146,8.559501484,9.959722423,11.46666057,12.40037481,11.19288038,8.594431035,6.821421835,6.732940882,9.494911222,8.808998527,11.02599979,8.051061623,8.50964171,10.96751453,10.90807731,14.16000394,16.90032011,10.09154745,18.43640687,11.66166765,12.15081956,15.80008012,15.06619093,13.13956873,15.27718515,14.54944853,9.015053765,8.740567155,8.966948051,13.57783277
17.02117055,14.9244062,13.689836,12.56856304,11.21720461,10.98313831,18.37769056,15.02571142,9.23044033,10.62245185,9.337514019,13.24803934,11.17528606,11.37740944,7.993634029,8.875006569,6.896855306,12.31497367,9.651061057,8.31260395,7.547168789,8.987656489,4.853656406,11.05409652,16.79940335,14.51198733,11.05264053,16.27010433,11.14443235,14.55178574,17.58309299,15.76386142,16.32865745,20.48530925,12.38417102,11.44369905,9.193695314
7.637655452,13.77039594,18.62543017,8.523346805,17.03342285,12.52110752,11.40991854,17.99986606,15.95241037,15.388409,16.96984782,19.74031433,11.64292327,8.624363518,9.002464089,12.78942337,13.67300963,8.965693712,10.11542099,6.510684206,5.304277362,5.95181682,8.539672464,13.84048078,9.540977479,11.0186855,13.74213506,9.775123192,12.97886355,14.03314446,18.52629452,14.22709428,16.5084836,11.85801782,9.89903192,14.03736535,11.52908083
12.73073121,13.87313822,15.98255228,11.11550577,10.68264147,11.04369669,11.87622897,18.63769145,11.12830028,8.199260278,10.54645984,10.31307699,11.19636113,11.16069845,8.911516249,6.68697271,8.211358939,7.546179048,10.37904111,9.012151023,6.188274008,7.924389701,6.950504157,6.67944579,11.36143271,17.47289391,7.772996535,17.16966206,11.24086775,10.75543645,15.24057389,15.91254646,15.28417738,15.0173797,19.60216904,11.19731942,8.221617995
9.223024146,10.09742714,10.78289103,12.54971943,11.30224745,8.865657864,6.781097768,7.336178635,7.499657241,10.17401549,10.82566525,8.025398077,8.446763539,11.89796235,9.340948892,13.42777431,18.04212991,9.982760489,17.41763854,12.46446628,11.32593783,16.35251565,13.98332079,13.78112868,15.74779447,15.38555036,9.641258705,8.277764954,8.332341852,12.21428959,11.65048201,10.03294876,10.74728671,7.627590393,6.588958673,7.221315626,9.246099227
13.4682884,16.01073873,8.111743231,20.9474752,10.86497838,10.66085123,16.94012133,13.95448814,13.96442788,16.28820105,14.2472647,9.150655129,8.837885296,9.523965936,16.54590973,10.95935266,7.290253088,11.51436165,5.610198947,5.487861293,5.665985044,9.715164433,12.75691241,9.099256446,11.32339894,13.63369657,7.991013734,13.46568132,13.9147388,17.18187186,11.72856503,15.01886876,10.01577764,10.47709624,10.9570204,10.22824801,8.99303096
11.79725574,9.579565834,6.461967167,9.131703202,6.96584913,7.637655452,13.77039594,18.62543017,8.523346805,17.03342285,12.52110752,11.40991854,17.99986606,15.95241037,15.388409,16.96984782,19.74031433,11.64292327,8.624363518,9.002464089,12.78942337,13.67300963,8.965693712,10.11542099,6.510684206,5.304277362,5.95181682,8.539672464,13.84048078,9.540977479,11.0186855,13.74213506,9.775123192,12.97886355,14.03314446,18.52629452,14.22709428
9.494911222,8.808998527,11.02599979,8.051061623,8.50964171,10.96751453,10.90807731,14.16000394,16.90032011,10.09154745,18.43640687,11.66166765,12.15081956,15.80008012,15.06619093,13.13956873,15.27718515,14.54944853,9.015053765,8.740567155,8.966948051,13.57783277,9.821206184,9.545680225,11.28755325,6.828627654,6.585101097,6.95767769,10.13041425,12.71348836,10.09118905,10.92455193,13.56031467,15.50156324,7.236535592,10.53941968,12.40778441
12.46708113,8.075952758,12.16215416,16.42947197,12.40635864,16.42431276,13.09857564,11.53337953,13.52227895,14.75640189,15.27266678,13.65919072,18.54773879,10.4000488,8.540922476,8.313091218,8.699363048,13.34100288,10.99994507,9.846186522,10.06253959,6.212615065,7.603077834,6.881084436,14.32402652,9.431937665,11.12602727,11.63212151,14.40910303,10.49597148,9.005366998,12.32978211,10.21918765,6.975864361,13.63972081,13.99832153,7.230021191
7.637655452,13.77039594,18.62543017,8.523346805,17.03342285,12.52110752,11.40991854,17.99986606,15.95241037,15.388409,16.96984782,19.74031433,11.64292327,8.624363518,9.002464089,12.78942337,13.67300963,8.965693712,10.11542099,6.510684206,5.304277362,5.95181682,8.539672464,13.84048078,9.540977479,11.0186855,13.74213506,9.775123192,12.97886355,14.03314446,18.52629452,14.22709428,16.5084836,11.85801782,9.89903192,14.03736535,11.52908083
7.099929915,9.373523538,10.46933106,15.59959461,7.997246534,15.13077323,9.277555168,9.232211319,14.33210645,14.26806243,12.69432414,19.59074919,15.87198748,12.1525254,10.36343852,11.7532183,12.91890105,13.76375342,12.03821553,9.518773576,8.590844335,7.619395034,8.841323866,7.124869853,11.75890886,11.59864179,8.927616687,10.74858032,7.927063776,10.56626871,12.20552775,16.325738,11.29080542,12.36081594,8.7920384,11.44013721,12.61982728
12.16215416,16.42947197,12.40635864,16.42431276,13.09857564,11.53337953,13.52227895,14.75640189,15.27266678,13.65919072,18.54773879,10.4000488,8.540922476,8.313091218,8.699363048,13.34100288,10.99994507,9.846186522,10.06253959,6.212615065,7.603077834,6.881084436,14.32402652,9.431937665,11.12602727,11.63212151,14.40910303,10.49597148,9.005366998,12.32978211,10.21918765,6.975864361,13.63972081,13.99832153,7.230021191,13.73288269,7.110287293
17.58309299,15.76386142,16.32865745,20.48530925,12.38417102,11.44369905,9.193695314,9.332264603,16.88201696,9.941821686,6.145086484,11.46977923,4.790734858,6.182929303,5.021124715,13.70212462,9.949194804,10.16344914,11.84136332,12.12928136,11.79928625,13.73649376,17.42648383,14.60581894,15.77316286,17.80679129,7.796907363,11.90965277,14.13006528,8.062840681,15.29855598,17.45676389,7.700969179,10.31257172,11.94507134,7.239134459,12.15255207
12.33567611,18.00547552,16.25487333,14.96148691,16.63348713,18.44188826,11.06417252,9.076376188,9.430484993,17.3531074,9.318620929,7.380992725,11.52360846,5.091206372,5.351412158,5.385028532,10.10682576,13.28603973,9.58255218,10.58214087,14.30750708,10.03561815,14.07025514,14.58238943,18.29940715,13.33594859,18.13631177,9.238299533,13.04396957,10.92903043,11.06592491,12.46554833,16.10854478,10.98620201,9.178357215,14.47166179,7.221357099
4.873313776,10.43071607,15.67178847,15.79886704,9.262826237,17.75170086,12.07995386,13.27687891,18.12813313,15.65525292,16.22500827,17.28213446,16.09313192,11.12164471,9.483940181,9.675732097,16.7615405,9.95141992,6.153439402,11.84390438,4.773787156,5.835496534,4.967004141,11.61719403,11.84957313,9.562963615,10.90963141,14.2956068,10.3141005,14.04395862,16.24385843,16.26149788,14.79714747,17.15314977,9.137739299,12.60543021,12.87809037
18.18254775,12.11171715,12.33567611,18.00547552,16.25487333,14.96148691,16.63348713,18.44188826,11.06417252,9.076376188,9.430484993,17.3531074,9.318620929,7.380992725,11.52360846,5.091206372,5.351412158,5.385028532,10.10682576,13.28603973,9.58255218,10.58214087,14.30750708,10.03561815,14.07025514,14.58238943,18.29940715,13.33594859,18.13631177,9.238299533,13.04396957,10.92903043,11.06592491,12.46554833,16.10854478,10.98620201,9.178357215
8.991161062,9.959827506,9.476043066,11.32275545,9.730084848,9.672107237,6.96747782,8.205584872,6.377610165,10.958206,8.822545836,8.97463568,7.786984002,14.7419172,8.500916822,11.29851613,17.92722367,13.27948748,18.77326426,14.68714006,13.5131368,12.75117496,11.32510639,12.5604367,13.07123669,18.928465,9.648494144,9.659324047,7.909880026,8.508832299,10.80274518,10.63393289,8.852670491,9.316928498,7.188354436,7.79466525,6.64165666
18.7792589,16.48300072,14.36901951,16.69452763,19.19407977,11.23080579,8.864849583,9.068958248,14.85455025,12.04882936,8.047342601,10.88276444,5.688932624,5.422755023,5.403945641,9.583893392,13.42698412,9.700543684,10.60863888,14.10551081,10.00547157,13.15771491,14.32285649,18.78647654,13.32720697,17.26109756,11.07254082,11.59272661,12.23680789,11.33535534,10.0997365,16.20721704,13.13752618,8.494018358,15.43494849,6.807446845,7.32536747
11.0521852,10.11084576,13.8302929,17.37934999,10.45295555,17.80644812,12.13903385,11.19270782,16.66003,14.74455022,13.14347495,15.19023939,15.21487979,9.28183016,8.562636356,8.405425779,13.90360178,9.829427623,9.86592255,11.23300837,7.069459292,6.604666375,6.868326818,9.784063075,12.85088967,10.00161657,11.15160668,12.48648398,14.95155698,8.206994806,11.28266417,11.35431089,8.252929248,13.11731107,14.96726773,7.705846231,8.15666021
15.02571142,9.23044033,10.62245185,9.337514019,13.24803934,11.17528606,11.37740944,7.993634029,8.875006569,6.896855306,12.31497367,9.651061057,8.31260395,7.547168789,8.987656489,4.853656406,11.05409652,16.79940335,14.51198733,11.05264053,16.27010433,11.14443235,14.55178574,17.58309299,15.76386142,16.32865745,20.48530925,12.38417102,11.44369905,9.193695314,9.332264603,16.88201696,9.941821686,6.145086484,11.46977923,4.790734858,6.182929303
11.14443235,14.55178574,17.58309299,15.76386142,16.32865745,20.48530925,12.38417102,11.44369905,9.193695314,9.332264603,16.88201696,9.941821686,6.145086484,11.46977923,4.790734858,6.182929303,5.021124715,13.70212462,9.949194804,10.16344914,11.84136332,12.12928136,11.79928625,13.73649376,17.42648383,14.60581894,15.77316286,17.80679129,7.796907363,11.90965277,14.13006528,8.062840681,15.29855598,17.45676389,7.700969179,10.31257172,11.94507134
8.284845651,8.318183161,10.17247103,10.17740079,9.627470174,8.872051015,8.948936337,5.813400864,9.632669797,13.47715651,10.56605641,8.44204778,19.10829798,10.90485485,18.58688956,11.59615266,8.745406013,10.93127307,6.136403995,9.744103093,9.142574355,15.27449796,8.935864921,9.309283409,12.78561545,10.73835211,8.413256234,14.80639551,8.674665014,7.543168929,5.991335664,6.937814761,5.885612445,9.562705394,7.170558129,7.252214658,9.025767778
18.0207308,14.05353962,13.47921871,14.63541944,16.99754514,8.932968899,8.197473647,8.785334326,12.54771534,11.75536678,7.574854861,9.366555532,5.671730787,5.215422298,5.342189136,9.265905145,12.37007031,8.616324921,9.843814592,11.34211179,9.005758996,11.6134511,12.67848532,16.09223686,11.79360535,14.36955255,7.692214696,10.67925922,9.065843736,9.166581921,10.0956668,13.06455625,9.114076162,8.110175383,11.58248381,6.343205208,6.961618116
10.66085123,16.94012133,13.95448814,13.96442788,16.28820105,14.2472647,9.150655129,8.837885296,9.523965936,16.54590973,10.95935266,7.290253088,11.51436165,5.610198947,5.487861293,5.665985044,9.715164433,12.75691241,9.099256446,11.32339894,13.63369657,7.991013734,13.46568132,13.9147388,17.18187186,11.72856503,15.01886876,10.01577764,10.47709624,10.9570204,10.22824801,8.99303096,14.10974406,11.68519917,8.297068385,13.59370125,6.47950424
9.059014916,7.734370946,12.06074835,9.729533966,6.827642372,8.905797375,7.509420632,7.03560617,12.79400337,18.13513315,9.658266555,16.69660885,12.04451626,11.67977873,15.76209893,16.9007701,16.41583823,15.60450519,21.86999332,11.55500143,9.299532537,8.878180472,10.81768083,15.33618106,9.602439575,8.895949492,7.924098088,4.899723217,6.485768143,6.839968362,14.77222,9.416342651,11.10998905,13.084182,9.994242443,13.30196871,13.33694957
8.964499178,14.25785532,10.91071429,7.096206152,8.629584904,4.606964343,5.941338739,5.565563186,14.56760596,8.415897495,9.460645156,11.54923572,9.962175688,12.77913783,12.12691875,18.77539782,11.42024014,13.33226643,12.66143842,8.387334099,11.63022384,10.84847867,6.565179376,12.63007906,14.90038343,6.902239526,11.2711332,8.526204405,7.055491167,11.25404012,7.829001121,9.11920813,4.715647291,7.028413338,6.632476592,5.215361913,9.788542955
22.55447436,11.4121153,10.22882379,8.963939782,9.226385564,16.88019797,9.816763365,7.369952895,9.873665029,4.818747614,6.378197706,5.734181774,15.12005432,9.143821317,10.41994281,12.38693551,10.76126904,13.28431529,13.08438317,19.54813778,11.87530734,15.28989204,17.45406783,8.828412405,11.9731645,14.14389893,7.579020254,14.75235513,17.56336464,7.519119385,11.32002649,10.9403303,7.493643228,13.73637576,8.270657275,10.7898234,4.896454079
12.15055742,16.24726413,14.45677955,14.08289933,15.91951119,12.4070136,9.154461981,9.15059058,9.039623011,13.11971138,10.49445654,8.811576731,11.95898536,5.993291435,7.236579112,6.136745554,11.73296525,11.26674628,10.24831124,11.03641892,13.38371992,15.2047643,8.10449487,10.59286159,12.41942473,6.895411631,12.93140982,15.30279962,6.958901882,10.35611385,9.880384663,7.022885336,12.10868629,7.676703325,10.04002979,4.876301338,7.045370605
11.84957313,9.562963615,10.90963141,14.2956068,10.3141005,14.04395862,16.24385843,16.26149788,14.79714747,17.15314977,9.137739299,12.60543021,12.87809037,9.192328967,14.97328493,17.16460995,8.474484338,8.841050333,13.50375497,7.246809504,9.368356029,11.16888512,10.65391809,6.890252992,7.428556185,6.664123851,6.800302171,9.474500714,7.813634013,20.91300797,7.016750414,9.232566724,20.70139665,12.32007822,24.50287753,18.9113694,16.6993742
16.25487333,14.96148691,16.63348713,18.44188826,11.06417252,9.076376188,9.430484993,17.3531074,9.318620929,7.380992725,11.52360846,5.091206372,5.351412158,5.385028532,10.10682576,13.28603973,9.58255218,10.58214087,14.30750708,10.03561815,14.07025514,14.58238943,18.29940715,13.33594859,18.13631177,9.238299533,13.04396957,10.92903043,11.06592491,12.46554833,16.10854478,10.98620201,9.178357215,14.47166179,7.221357099,8.420944759,11.92258563
13.49144834,16.49974772,20.94888164,9.98197689,7.913362811,8.263236283,12.42603684,11.42363378,6.237081555,10.76056678,5.343594907,4.788325061,5.05261396,8.330713734,14.19536727,8.277112129,11.99281721,12.45641603,8.870931742,11.70781522,12.73096993,16.19110138,12.629257,13.13200293,7.830620134,10.05878178,10.34652907,7.621837569,11.71052141,13.30758748,7.612060663,7.595088013,10.7435613,6.440325089,7.958730531,9.065940673,8.870639459
7.547168789,8.987656489,4.853656406,11.05409652,16.79940335,14.51198733,11.05264053,16.27010433,11.14443235,14.55178574,17.58309299,15.76386142,16.32865745,20.48530925,12.38417102,11.44369905,9.193695314,9.332264603,16.88201696,9.941821686,6.145086484,11.46977923,4.790734858,6.182929303,5.021124715,13.70212462,9.949194804,10.16344914,11.84136332,12.12928136,11.79928625,13.73649376,17.42648383,14.60581894,15.77316286,17.80679129,7.796907363
11.99281721,12.45641603,8.870931742,11.70781522,12.73096993,16.19110138,12.629257,13.13200293,7.830620134,10.05878178,10.34652907,7.621837569,11.71052141,13.30758748,7.612060663,7.595088013,10.7435613,6.440325089,7.958730531,9.065940673,8.870639459,6.251748174,6.659576283,5.897997441,6.16081201,8.005002775,6.728985083,15.21515982,6.310079854,7.692831717,15.66353697,9.967380539,17.87727791,14.44109825,12.67657554,12.78687463,14.29310488
11.86955018,16.27463875,13.15477888,7.515518679,6.739678328,10.62704245,12.13713044,11.70048033,10.24896924,8.568346823,7.706735118,9.411733785,12.08045822,12.52784601,9.142155613,10.48454826,13.4024839,8.720149327,10.92653539,11.5542925,15.33941661,7.59512541,10.65296118,10.29915295,12.02498116,11.51319709,17.92828433,11.39436144,8.530379153,10.90963232,10.63975804,11.7176317,11.94247748,14.1101322,7.892719418,10.27735629,10.83017422
10.60863888,14.10551081,10.00547157,13.15771491,14.32285649,18.78647654,13.32720697,17.26109756,11.07254082,11.59272661,12.23680789,11.33535534,10.0997365,16.20721704,13.13752618,8.494018358,15.43494849,6.807446845,7.32536747,12.99392269,9.327740219,8.959606352,6.752299443,6.549999891,7.681682311,6.0760905,10.01204692,17.32743433,11.71241298,6.684995716,19.94147761,13.05716455,23.00824629,17.93128636,20.18268868,13.49780777,18.19672933
11.84390438,4.773787156,5.835496534,4.967004141,11.61719403,11.84957313,9.562963615,10.90963141,14.2956068,10.3141005,14.04395862,16.24385843,16.26149788,14.79714747,17.15314977,9.137739299,12.60543021,12.87809037,9.192328967,14.97328493,17.16460995,8.474484338,8.841050333,13.50375497,7.246809504,9.368356029,11.16888512,10.65391809,6.890252992,7.428556185,6.664123851,6.800302171,9.474500714,7.813634013,20.91300797,7.016750414,9.232566724
16.36942213,16.57657847,10.26238524,17.05570153,13.28875935,12.07831798,6.036455645,13.4203132,9.362941411,9.095182614,9.255068636,13.14798701,10.46713474,9.432072802,10.8875811,8.602382535,9.096815429,10.31656852,13.96095385,11.91406896,11.01708159,10.38212196,14.65708304,14.72333355,13.25576221,11.65493758,18.95647456,9.309236616,11.53105259,12.97795591,14.46346129,9.98465245,8.072970521,15.12535289,9.653941309,9.56602014,6.165119322
8.987656489,4.853656406,11.05409652,16.79940335,14.51198733,11.05264053,16.27010433,11.14443235,14.55178574,17.58309299,15.76386142,16.32865745,20.48530925,12.38417102,11.44369905,9.193695314,9.332264603,16.88201696,9.941821686,6.145086484,11.46977923,4.790734858,6.182929303,5.021124715,13.70212462,9.949194804,10.16344914,11.84136332,12.12928136,11.79928625,13.73649376,17.42648383,14.60581894,15.77316286,17.80679129,7.796907363,11.90965277
15.89716767,16.82588229,7.348328494,9.69361431,6.920879948,10.65314663,5.80691992,11.65341613,9.585130657,8.149387654,9.674288406,9.171747755,9.904836219,13.3463296,12.80648112,12.88232753,10.84209538,9.810394437,11.59747992,11.06504858,16.64108484,14.42440243,13.87334007,7.968731974,10.48968492,10.72408771,8.008945834,12.13073063,14.00969687,7.446132316,7.721219578,11.04236208,6.437940092,8.308217098,9.224426249,8.950160591,6.189942704
8.903191407,17.55491912,12.69587315,11.01264711,18.7792589,16.48300072,14.36901951,16.69452763,19.19407977,11.23080579,8.864849583,9.068958248,14.85455025,12.04882936,8.047342601,10.88276444,5.688932624,5.422755023,5.403945641,9.583893392,13.42698412,9.700543684,10.60863888,14.10551081,10.00547157,13.15771491,14.32285649,18.78647654,13.32720697,17.26109756,11.07254082,11.59272661,12.23680789,11.33535534,10.0997365,16.20721704,13.13752618
7.220571825,18.6979511,10.85962465,10.70720274,16.34175542,14.62632977,14.39974535,15.81104772,22.07631667,10.4877419,8.023517384,7.947842197,10.62105915,11.4271226,8.452698985,9.868236983,6.323056965,4.418679679,5.588678479,6.804523672,14.98499733,8.486740476,12.09040612,11.97077442,8.924531644,11.82244819,12.14089218,17.03442933,11.61128312,13.97272332,7.673734419,10.42473483,9.002411101,9.09681678,9.798223755,12.57929988,9.339543973
10.85962465,10.70720274,16.34175542,14.62632977,14.39974535,15.81104772,22.07631667,10.4877419,8.023517384,7.947842197,10.62105915,11.4271226,8.452698985,9.868236983,6.323056965,4.418679679,5.588678479,6.804523672,14.98499733,8.486740476,12.09040612,11.97077442,8.924531644,11.82244819,12.14089218,17.03442933,11.61128312,13.97272332,7.673734419,10.42473483,9.002411101,9.09681678,9.798223755,12.57929988,9.339543973,7.827702841,11.47809127
4.184742822,5.444762424,4.394478666,13.33792078,10.02677829,10.56978392,10.06755599,12.36661842,9.728072923,12.35930446,15.21972391,14.89075821,12.19746617,11.50424205,7.894989641,10.75867795,10.09784504,6.388938781,11.60388589,13.52304305,6.995046198,10.35220031,8.046246485,6.650371889,10.67613559,7.409770595,8.680549542,4.875517315,6.818553879,6.484542667,5.344479414,9.210328068,9.837573808,11.51422376,6.007595222,11.58204262,14.23086503
9.508076731,8.249596919,7.793984466,8.406245065,11.39341884,12.46903011,8.828450991,8.462647136,5.56560888,6.906750369,7.245212336,12.6738033,8.865355094,10.04922711,11.91306606,13.09263272,7.022853539,9.42161669,11.07530506,6.123135247,11.5201078,13.7615011,6.374845011,9.260304884,8.928605089,6.463085016,10.86853013,6.874099975,9.00280581,4.802599332,6.439273903,6.614283341,5.17760769,9.263297259,9.502867542,12.41412896,5.740881998
9.562963615,10.90963141,14.2956068,10.3141005,14.04395862,16.24385843,16.26149788,14.79714747,17.15314977,9.137739299,12.60543021,12.87809037,9.192328967,14.97328493,17.16460995,8.474484338,8.841050333,13.50375497,7.246809504,9.368356029,11.16888512,10.65391809,6.890252992,7.428556185,6.664123851,6.800302171,9.474500714,7.813634013,20.91300797,7.016750414,9.232566724,20.70139665,12.32007822,24.50287753,18.9113694,16.6993742,16.57062297
14.00373559,18.30324313,9.323034871,8.153874528,8.685543042,10.53979692,11.92775056,9.733746896,8.470432514,6.663973901,4.836252225,5.924220174,7.733436091,13.16283397,8.7821799,9.986298796,10.85545475,9.031783869,11.81780633,12.10829802,16.80645056,11.23087613,13.72549814,9.041999895,9.611315607,10.02821367,9.36485093,8.35470839,13.13716739,10.69103606,7.606582716,12.29134917,6.038616091,6.45709917,10.23934561,8.143626234,7.858015945
12.26357907,12.21558613,17.93718975,11.70711075,12.1487275,13.67592656,9.226156368,9.793684648,10.06330162,9.41512841,8.169128739,12.92333761,11.00340742,7.32868893,12.05331288,6.017491208,6.488391572,10.50589064,8.295809067,7.726190714,5.929876733,6.184241271,6.705462184,5.550990329,8.244853052,13.67909252,9.012847222,5.837287673,15.9293946,10.57060581,16.83411182,14.13117252,15.20873199,10.47781364,13.7052923,10.71721723,8.063305332
